customer_id,first_name,last_name,gender,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car
764,Samuel,Stiff,Male,3/16/1977,Environmental Tech,Financial Services,Mass Customer,N,Yes
765,Valeria,Chazette,Female,8/31/1984,,Retail,Affluent Customer,N,No
766,Nonna,Hun,Female,4/22/1975,,Retail,Mass Customer,N,Yes
767,Gustav,Kos,Male,12/16/1955,Budget/Accounting Analyst II,Manufacturing,High Net Worth,N,No
768,Alexia,Wolford,Female,1/14/1974,Web Developer IV,Argiculture,Affluent Customer,N,Yes
769,Cameron,Letherbury,Male,12/28/1961,Analog Circuit Design manager,IT,Mass Customer,N,No
770,Zara,Maccaddie,Female,2/5/1984,Software Consultant,IT,High Net Worth,N,Yes
771,Lammond,MacGeffen,Male,3/12/1964,,n/a,Affluent Customer,N,Yes
772,Lorianna,Vidyapin,Female,12/26/1998,Community Outreach Specialist,Entertainment,Mass Customer,N,No
773,Robbie,Handaside,Male,2/12/1985,,Financial Services,Affluent Customer,N,Yes
774,Phelia,Perotti,Female,11/27/1998,Operator,Manufacturing,High Net Worth,N,No
775,Nikita,Kilby,Male,9/21/1982,Accounting Assistant IV,Manufacturing,Affluent Customer,N,No
776,Stanley,Seven,Male,9/24/1980,Financial Analyst,Financial Services,High Net Worth,N,No
777,Wolfgang,Tarrier,Male,1/9/1993,Paralegal,Financial Services,High Net Worth,N,No
778,Stacy,Pozzi,Male,11/17/1976,Assistant Professor,Manufacturing,High Net Worth,N,No
779,Maddy,Larrat,Female,2/10/1992,Staff Accountant III,Health,High Net Worth,N,No
780,Kim,,Female,10/12/1973,Professor,Financial Services,Mass Customer,N,No
781,Elvis,O'Leagham,Male,11/15/1958,Legal Assistant,Manufacturing,Mass Customer,N,No
782,Bevvy,Siegertsz,Female,8/29/1976,Geological Engineer,Manufacturing,Mass Customer,N,No
783,Rudd,Strangeways,Male,7/25/1985,Information Systems Manager,Retail,Affluent Customer,N,No
784,Frederik,Duckett,Male,1/24/1977,Accounting Assistant III,IT,High Net Worth,N,Yes
785,Anthea,Guesford,Female,8/26/1979,Assistant Professor,Manufacturing,Mass Customer,N,Yes
786,Francklin,Ubanks,Male,2/14/1985,,Financial Services,Affluent Customer,N,No
787,Norma,Batrim,Female,12/15/1996,,Retail,Affluent Customer,N,Yes
788,Gregg,Townsend,Male,7/1/1964,Social Worker,Health,Mass Customer,N,No
789,Gabrielle,Giraudot,Female,4/28/1978,Geological Engineer,Manufacturing,Affluent Customer,N,Yes
790,Yvonne,,Female,3/24/1968,Senior Editor,n/a,Affluent Customer,N,No
791,Tootsie,Hurt,Female,9/29/1968,Professor,Manufacturing,Mass Customer,N,Yes
792,Mitch,Rains,Male,11/19/1975,Structural Engineer,n/a,High Net Worth,N,Yes
793,Kissie,Delong,Female,1/30/1989,Actuary,Financial Services,High Net Worth,N,Yes
794,Scott,Ommundsen,Male,5/12/1955,Compensation Analyst,Financial Services,Affluent Customer,N,Yes
795,Cassy,Awdry,Female,8/20/1973,Environmental Tech,Financial Services,High Net Worth,N,No
796,Ira,Lamlin,Female,5/27/1997,Financial Analyst,Financial Services,Mass Customer,N,No
797,Meridel,Rawet,Female,10/20/1973,Internal Auditor,Financial Services,Mass Customer,N,No
798,Dorita,Blackburne,Female,5/20/1988,Teacher,Financial Services,High Net Worth,N,No
799,Harland,Spilisy,U,,Programmer I,IT,Mass Customer,N,Yes
800,Quint,Popov,Male,12/31/1978,Account Coordinator,Manufacturing,Mass Customer,N,No
801,Bertram,Linn,Male,10/8/1980,Geologist IV,n/a,Affluent Customer,N,No
802,Ailyn,Carberry,Female,2/20/1986,Financial Analyst,Financial Services,Mass Customer,N,No
803,Nina,Murcutt,Female,11/11/1999,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No
804,Henrietta,Seater,Female,6/17/1999,Technical Writer,n/a,High Net Worth,N,Yes
805,Jorrie,Hanhardt,Female,4/19/1960,Electrical Engineer,Manufacturing,Mass Customer,N,No
806,Carter,Kaesmakers,Male,7/28/1992,Sales Representative,Retail,Mass Customer,N,Yes
807,Lorne,Quested,Female,11/25/1980,Safety Technician I,n/a,Affluent Customer,N,No
808,Nigel,Phippard,Male,11/21/1979,Social Worker,Health,High Net Worth,N,Yes
809,Nevsa,Washtell,Female,10/23/1977,Biostatistician III,Health,Mass Customer,N,No
810,Fawnia,Bartrum,Female,4/4/1998,Software Test Engineer IV,Health,Mass Customer,N,Yes
811,Ive,Chapelhow,Male,1/13/1984,Nurse Practicioner,n/a,Mass Customer,N,No
812,Coral,Dunkirk,Female,9/22/1989,,Financial Services,Mass Customer,N,No
813,Lisette,Nesbit,Female,3/21/1962,Account Representative III,Health,Mass Customer,N,No
814,Raffarty,Giacomoni,Male,12/23/1959,Analog Circuit Design manager,Manufacturing,Mass Customer,N,No
815,Caryn,Sampey,Female,7/6/1974,,Manufacturing,Mass Customer,N,Yes
816,Donni,Boor,Female,1/10/1957,Product Engineer,Manufacturing,Mass Customer,N,No
817,Niel,Abilowitz,Male,4/8/1992,Editor,Financial Services,Mass Customer,N,Yes
818,Beverie,Bosanko,Female,12/21/1973,Chemical Engineer,Manufacturing,Mass Customer,N,No
819,Temp,Thebeau,Male,7/17/1975,Associate Professor,Manufacturing,Affluent Customer,N,Yes
820,Cecilia,Chipchase,Female,1/6/1977,,Financial Services,High Net Worth,N,No
821,Gregoor,Aronovitz,Male,7/24/1981,Financial Analyst,Financial Services,Mass Customer,N,Yes
822,Ardis,Tomlett,Female,10/23/1974,Sales Associate,Health,High Net Worth,N,No
823,Stesha,Morecombe,Female,2/17/1990,Internal Auditor,Manufacturing,Affluent Customer,N,No
824,Fleurette,Whardley,Female,2/27/1977,Financial Advisor,Financial Services,Affluent Customer,N,Yes
825,Willis,Whyler,Male,8/15/1975,Computer Systems Analyst IV,n/a,Affluent Customer,N,Yes
826,Marc,Waddilove,Male,12/25/1998,Recruiting Manager,Financial Services,Mass Customer,N,Yes
827,Phillis,Rudwell,Female,5/7/1996,,Health,Affluent Customer,N,No
828,Darda,Kernocke,Female,12/14/1957,,Health,Mass Customer,N,Yes
829,Byran,Goodfield,Male,1/22/2001,Environmental Tech,Financial Services,High Net Worth,N,Yes
830,Jayson,Chilcott,Male,5/31/1981,VP Quality Control,Manufacturing,Affluent Customer,N,No
831,Teddy,Keijser,Male,4/20/1973,Paralegal,Financial Services,Affluent Customer,N,No
832,Shaun,Murphey,Male,11/30/1977,Research Assistant IV,Retail,Mass Customer,N,No
833,Wadsworth,Hubane,Male,10/3/1995,Safety Technician II,n/a,High Net Worth,N,Yes
834,Rudolf,Brandes,Male,4/7/1973,Environmental Tech,Financial Services,Mass Customer,N,No
835,Zachary,Matyukon,Male,4/22/1968,Electrical Engineer,Manufacturing,Mass Customer,N,Yes
836,Clemence,Vautre,Female,4/2/1990,Actuary,Financial Services,Mass Customer,N,Yes
837,Derick,Fasler,Male,1/11/1957,Internal Auditor,n/a,Mass Customer,N,Yes
838,Hayden,Heersema,Male,2/3/1971,Financial Advisor,Financial Services,High Net Worth,N,No
839,Charis,Greaves,U,,Structural Analysis Engineer,IT,Mass Customer,N,Yes
840,Chas,Carabet,Male,6/20/1964,VP Sales,Financial Services,Affluent Customer,N,Yes
841,Hanan,McGreay,Male,9/22/1966,Marketing Manager,Manufacturing,Affluent Customer,N,Yes
842,Mahmud,Dobbson,Male,8/16/1999,Compensation Analyst,Financial Services,High Net Worth,N,No
843,Salomone,Sleford,Male,9/5/1989,Developer II,Manufacturing,Affluent Customer,N,Yes
844,Tome,Tyt,Male,1/13/1978,Nurse Practicioner,Financial Services,High Net Worth,N,No
845,Koressa,Maris,Female,12/24/1973,Associate Professor,Manufacturing,Mass Customer,N,No
846,Alvan,Rebichon,Male,3/25/1954,Geologist I,Manufacturing,Affluent Customer,N,No
847,Kelci,Morrison,Female,5/26/1991,Chief Design Engineer,Retail,High Net Worth,N,No
848,Lannie,Chat,Male,6/25/1979,VP Product Management,Manufacturing,Mass Customer,N,No
849,Sylvan,Capper,Male,9/15/1969,Librarian,Entertainment,Mass Customer,N,No
850,Nevin,Hanfrey,Male,9/24/2000,Clinical Specialist,Health,Mass Customer,N,No
851,Cammi,Tesmond,Female,12/30/1987,Project Manager,n/a,Affluent Customer,N,Yes
852,Andie,Bonney,Female,11/4/2000,Compensation Analyst,Financial Services,Affluent Customer,N,Yes
853,Nolana,Rotter,Female,10/4/1981,Media Manager I,Retail,Mass Customer,N,Yes
854,Charisse,Thoresby,Female,10/24/2000,Marketing Manager,n/a,Affluent Customer,N,No
855,Bennie,Llywarch,Female,10/26/1974,General Manager,Retail,High Net Worth,N,Yes
856,Peyton,Monkeman,Male,10/1/1988,Quality Engineer,Financial Services,Mass Customer,N,Yes
857,Theo,,Female,8/14/1964,General Manager,n/a,High Net Worth,N,No
858,Barby,Charlwood,Female,6/2/1980,Internal Auditor,Financial Services,High Net Worth,N,Yes
859,Devinne,Tommeo,Female,8/2/1978,Geologist I,Financial Services,Affluent Customer,N,Yes
860,Ida,,Female,8/12/1980,,n/a,High Net Worth,N,Yes
861,Rebekah,Dmych,Female,5/24/1977,Senior Financial Analyst,Financial Services,High Net Worth,N,No
862,Worden,Fossitt,Male,12/27/1977,Information Systems Manager,Argiculture,High Net Worth,N,Yes
863,Kessiah,Logg,Female,9/10/1961,Senior Financial Analyst,Financial Services,Affluent Customer,N,No
864,Regen,Nares,Male,3/6/1970,,Retail,High Net Worth,N,Yes
865,Germain,De la Harpe,Female,4/12/1965,Desktop Support Technician,Telecommunications,Mass Customer,N,No
866,Stanislaus,Gottelier,Male,1/5/1973,Associate Professor,n/a,Affluent Customer,N,Yes
867,Lura,MacKim,Female,5/10/1973,VP Marketing,n/a,Mass Customer,N,No
868,Effie,Duddy,Female,7/18/1979,VP Accounting,Financial Services,Mass Customer,N,Yes
869,Addia,Abels,Female,3/11/1984,Account Representative I,Financial Services,High Net Worth,N,Yes
870,Hugh,Wilce,Male,1/29/1964,Pharmacist,Health,Mass Customer,N,No
871,Janka,Yesinin,Female,1/20/1992,,n/a,Mass Customer,N,Yes
872,Suki,Ivachyov,Female,4/28/1971,Structural Engineer,IT,Mass Customer,N,No
873,Worthington,Penwarden,Male,12/23/1959,Occupational Therapist,Health,Affluent Customer,N,Yes
874,Howard,Oseland,Male,5/5/2001,,Health,Mass Customer,N,Yes
875,Caryl,Linnett,Male,2/23/1999,Recruiting Manager,Financial Services,Mass Customer,N,Yes
876,Neil,Jencey,Male,10/6/1968,Physical Therapy Assistant,IT,High Net Worth,N,No
877,Didi,Milne,Female,5/13/1988,Accounting Assistant III,Financial Services,Mass Customer,N,Yes
878,Clarence,Silby,Male,11/1/1982,Environmental Specialist,Manufacturing,Mass Customer,N,Yes
879,Hestia,Smetoun,Female,8/2/1978,,n/a,Mass Customer,N,No
880,Neely,Lundon,Female,12/31/1963,Internal Auditor,n/a,High Net Worth,N,Yes
881,Carmella,O' Lone,Female,5/7/1980,Information Systems Manager,n/a,High Net Worth,N,No
882,Esmaria,Lythgoe,Female,9/29/1965,,Property,Mass Customer,N,Yes
883,Lolita,Bennie,U,,Recruiter,IT,Mass Customer,N,Yes
884,Pepito,Lamming,Male,1/30/1978,Web Designer IV,Property,Mass Customer,N,No
885,Yancey,Wivell,Male,11/11/1966,Statistician IV,Financial Services,Mass Customer,N,No
886,Dawna,McCullen,Female,11/15/1974,Accounting Assistant III,Health,Mass Customer,N,No
887,Patrizius,Hardinge,Male,11/17/1997,,Manufacturing,High Net Worth,N,No
888,Chickie,Gulleford,Female,11/10/1963,Accountant IV,Manufacturing,Mass Customer,N,No
889,Ezequiel,Coggeshall,Male,2/19/1967,Sales Representative,Retail,Affluent Customer,N,Yes
890,Tony,Cordsen,Female,2/1/1974,Dental Hygienist,Health,Mass Customer,N,Yes
891,Talbot,Andrioni,Male,8/6/1981,Occupational Therapist,Health,High Net Worth,N,Yes
892,Conroy,Healy,U,,Office Assistant II,IT,Mass Customer,N,Yes
893,Gibby,Fearnley,Male,9/11/1983,Geologist I,IT,Mass Customer,N,No
894,Catie,Kibbey,Female,12/18/1970,Desktop Support Technician,Financial Services,High Net Worth,N,Yes
895,Juli,Curness,Female,9/3/1966,,n/a,Mass Customer,N,Yes
896,Idell,Belderson,Female,6/10/1978,VP Sales,n/a,Mass Customer,N,No
897,Pris,Fance,Female,1/11/1969,Account Executive,Manufacturing,Mass Customer,N,No
898,Reyna,Braizier,Female,8/28/1977,General Manager,Financial Services,Affluent Customer,N,No
899,Teodora,Lawling,Female,8/5/1963,Business Systems Development Analyst,Health,Affluent Customer,N,Yes
900,Clevey,Ivamy,Male,8/7/1990,Associate Professor,Manufacturing,Mass Customer,N,Yes
901,Letta,McCarter,Female,4/27/1975,,Retail,Mass Customer,N,Yes
902,Selene,Vasiltsov,Female,7/26/1989,Staff Scientist,Retail,Mass Customer,N,No
903,Hewe,Lidgley,Male,7/3/1961,,Financial Services,Mass Customer,N,No
904,Kariotta,Ludman,Female,5/6/1974,Database Administrator II,n/a,High Net Worth,N,Yes
905,Dorian,Drinkel,Female,2/11/1978,Safety Technician II,Manufacturing,Affluent Customer,N,No
906,Cammy,Marcroft,Male,12/30/1998,Financial Analyst,Financial Services,High Net Worth,N,Yes
907,Eamon,McWhin,Male,12/25/1978,Sales Associate,Property,High Net Worth,N,Yes
908,Carry,Tomlett,Female,8/28/1980,,Financial Services,Affluent Customer,N,Yes
909,Suzette,Surgison,Female,1/4/1960,Operator,n/a,High Net Worth,N,Yes
910,Lewes,Foulcher,Male,4/26/1986,Biostatistician I,Financial Services,Mass Customer,N,No
911,Marcellus,Shawcroft,Male,10/13/1974,Structural Analysis Engineer,Property,Affluent Customer,N,No
912,Vince,Dalmon,Male,7/19/1968,Sales Representative,Retail,Mass Customer,N,Yes
913,Dayle,Spearman,Female,10/28/2000,,Financial Services,Mass Customer,N,No
914,Marc,Egleton,Male,6/16/1999,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes
915,Austina,Orrice,Female,9/7/1984,Budget/Accounting Analyst IV,Entertainment,Mass Customer,N,No
916,Joycelin,,Female,6/18/1991,Recruiter,n/a,Affluent Customer,N,No
917,Odo,MacKaig,Male,5/6/1964,VP Product Management,Financial Services,Mass Customer,N,No
918,Mahmud,Chiles,Male,2/26/1975,Internal Auditor,Health,High Net Worth,N,No
919,Grove,Peltzer,Male,7/17/1987,Registered Nurse,Health,Mass Customer,N,Yes
920,Stefano,Thornborrow,Male,1/19/1976,Software Test Engineer IV,Health,Mass Customer,N,Yes
921,Gretchen,Seneschal,Female,12/19/1979,Help Desk Technician,Manufacturing,Mass Customer,N,No
922,Bekki,Ralston,Female,10/10/1972,Operator,Financial Services,Mass Customer,N,No
923,Garrek,Grimwade,Male,6/26/1977,Senior Financial Analyst,Financial Services,High Net Worth,N,No
924,Clementius,Hambric,Male,11/8/1976,Computer Systems Analyst II,n/a,Affluent Customer,N,No
925,Nicko,Pembridge,Male,8/7/1978,Accountant IV,Manufacturing,Affluent Customer,N,No
926,Terrel,Matthisson,Male,10/14/1965,Professor,Telecommunications,Affluent Customer,N,No
927,Jarret,,Male,2/19/1966,Cost Accountant,Financial Services,Mass Customer,N,Yes
928,Porty,Clemmitt,Male,5/14/1973,Associate Professor,n/a,High Net Worth,N,Yes
929,Kippy,Conerding,Male,9/4/1965,Database Administrator III,Financial Services,Mass Customer,N,Yes
930,Evelina,Dinan,Female,11/10/1971,Executive Secretary,Retail,Mass Customer,N,Yes
931,Katrina,Sappson,Female,8/7/1999,Design Engineer,Manufacturing,Affluent Customer,N,Yes
932,Yoko,Dowrey,Female,7/20/1989,Graphic Designer,n/a,Mass Customer,N,No
933,Melany,L'oiseau,Female,5/19/1996,Help Desk Operator,Retail,Mass Customer,N,Yes
934,Marcellus,Louisot,Male,1/22/1996,Human Resources Manager,Manufacturing,Mass Customer,N,No
935,Aldin,Cracker,Male,9/12/1994,Marketing Manager,n/a,Mass Customer,N,Yes
936,Raffaello,Godleman,Male,5/16/1988,Speech Pathologist,Health,High Net Worth,N,No
937,Nikolos,McKyrrelly,Male,11/15/1985,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,No
938,Corabelle,,Female,4/6/1996,Technical Writer,Retail,Mass Customer,N,No
939,Cristian,Theodoris,Male,1/10/1961,Product Engineer,Manufacturing,Mass Customer,N,No
940,Marnia,Claesens,Female,6/16/1987,Administrative Officer,Manufacturing,Mass Customer,N,No
941,Tye,Doohan,Male,2/2/1995,Recruiting Manager,Financial Services,Affluent Customer,N,Yes
942,Shirley,Brook,Female,2/7/1974,Director of Sales,Financial Services,Mass Customer,N,Yes
943,Holly,Gamett,Male,9/17/1979,Legal Assistant,Property,Affluent Customer,N,Yes
944,Anderea,Dallewater,Female,1/12/1976,,Manufacturing,Mass Customer,N,No
945,Hebert,Bernocchi,Male,8/26/1998,Human Resources Manager,n/a,High Net Worth,N,Yes
946,Bettina,Farrer,Female,7/17/1961,Research Associate,Manufacturing,High Net Worth,N,No
947,Hyacinth,Naldrett,Female,3/10/1986,Pharmacist,Health,Mass Customer,N,No
948,Yardley,Argo,Male,8/9/1969,Recruiting Manager,n/a,Affluent Customer,N,No
949,Jarid,Grebner,Male,9/7/1975,Executive Secretary,Health,Mass Customer,N,Yes
950,Bret,Ivakhnov,U,,Recruiter,IT,High Net Worth,N,Yes
951,Meryl,Dumbar,Male,9/29/1999,Assistant Media Planner,Entertainment,Mass Customer,N,No
952,Marina,Andresen,Female,6/13/1971,VP Sales,Financial Services,Affluent Customer,N,Yes
953,Jasmin,Brodeur,Female,5/23/1979,,n/a,Mass Customer,N,No
954,Alain,Immins,Male,2/28/1995,VP Quality Control,Manufacturing,Mass Customer,N,Yes
955,Teresina,Gibbie,Female,10/1/1989,Research Nurse,Health,Mass Customer,N,Yes
956,Ezechiel,Pettecrew,Male,9/26/1960,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes
957,Jamima,Gannan,Female,8/20/1994,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes
958,Kristofor,Saulter,Male,1/14/1964,Biostatistician IV,Health,High Net Worth,N,No
959,Katharina,Jennins,Female,10/26/1986,Staff Scientist,n/a,Affluent Customer,N,Yes
960,Lannie,Crumley,Male,10/10/1968,GIS Technical Architect,Health,Mass Customer,N,Yes
961,Rosamund,Shelton,Female,8/10/1986,Assistant Manager,Financial Services,Mass Customer,N,No
962,Granger,Tuftin,Male,9/7/1977,VP Product Management,n/a,High Net Worth,N,Yes
963,Valery,Haresign,Female,7/28/1968,Budget/Accounting Analyst I,n/a,High Net Worth,N,Yes
964,Rhetta,Grellier,Female,1/24/1994,Assistant Professor,Financial Services,High Net Worth,N,No
965,Meggie,Whitchurch,Female,6/18/1997,Structural Engineer,Retail,High Net Worth,N,Yes
966,Krystyna,Linning,Female,11/5/1978,Speech Pathologist,Retail,High Net Worth,N,Yes
967,April,Causon,Female,10/4/1999,Sales Associate,Manufacturing,Affluent Customer,N,Yes
968,Wayne,Woodfin,Male,6/16/1955,Accountant IV,IT,High Net Worth,N,Yes
969,Jo,Mallinar,Female,9/19/1978,Health Coach IV,Health,High Net Worth,N,Yes
970,Kellyann,Hawton,Female,6/26/1980,VP Accounting,Financial Services,High Net Worth,N,Yes
971,Sarge,Lerohan,Male,10/25/1988,Geologist I,Manufacturing,High Net Worth,N,No
972,Dena,Crewdson,Female,7/23/1981,Project Manager,Retail,Mass Customer,N,Yes
973,Annabella,Hebron,Female,8/2/1979,Data Coordiator,Health,High Net Worth,N,No
974,Mellicent,Dollin,Female,6/7/1991,Administrative Assistant IV,n/a,Mass Customer,N,Yes
975,Goldarina,Rzehorz,U,,Automation Specialist IV,IT,Mass Customer,N,No
976,Andonis,Slimmon,Male,10/21/1971,Graphic Designer,Financial Services,Affluent Customer,N,No
977,Olga,Dyke,Female,11/30/1959,Staff Accountant III,n/a,High Net Worth,N,Yes
978,Erena,Escalero,Female,1/31/1982,Nurse Practicioner,n/a,High Net Worth,N,No
979,Kayla,Falkingham,Female,12/25/1959,Budget/Accounting Analyst I,Manufacturing,High Net Worth,N,No
980,Max,Gronaver,Female,1/23/1978,Registered Nurse,Health,Mass Customer,N,No
981,Bud,Smittoune,Male,2/19/1973,,Retail,Mass Customer,N,No
982,Tibold,Bonwell,Male,2/12/1960,Geologist III,Health,High Net Worth,N,Yes
983,Shaylyn,Riggs,U,,,IT,Affluent Customer,N,No
984,Luciano,Weddup,Male,3/25/1954,Programmer I,Manufacturing,Affluent Customer,N,No
985,Aryn,O'Halloran,Female,9/30/1970,Help Desk Operator,Retail,High Net Worth,N,No
986,Barnard,Stranks,Male,10/5/1994,Office Assistant I,Manufacturing,Mass Customer,N,Yes
987,Lars,Keher,Male,8/29/1974,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes
988,Andree,Simonato,Female,1/15/1981,Director of Sales,Manufacturing,High Net Worth,N,No
989,Caralie,Morfett,Female,5/24/1982,Project Manager,Financial Services,Mass Customer,N,No
990,Melissa,Purple,Female,4/13/1976,Administrative Officer,Manufacturing,Mass Customer,N,Yes
991,Lenna,Coales,Female,11/29/1991,Financial Analyst,Financial Services,Mass Customer,N,Yes
992,Cordelia,Hawkeswood,Female,11/25/1958,,Property,Mass Customer,N,Yes
993,Reine,Semken,Female,2/18/1977,Account Coordinator,Argiculture,High Net Worth,N,No
994,Rhetta,Kupker,Female,11/14/1977,Librarian,Entertainment,Affluent Customer,N,Yes
995,Urbano,Mews,Male,11/12/1965,Information Systems Manager,Health,Mass Customer,N,Yes
996,Aura,Bemlott,U,,Assistant Manager,IT,Mass Customer,N,Yes
997,Ambros,Kernes,Male,7/3/1981,Teacher,Telecommunications,Mass Customer,N,Yes
998,Petunia,Dufton,Female,12/13/1965,Speech Pathologist,Manufacturing,Affluent Customer,N,Yes
999,Dido,Leyburn,Female,4/10/1988,Recruiting Manager,n/a,High Net Worth,N,No
1000,Paulie,Castelot,Female,8/7/1978,Compensation Analyst,Financial Services,Mass Customer,N,No
1001,Finley,Vost,Male,8/27/1979,Recruiter,Retail,Mass Customer,N,No
1002,Pacorro,De Clairmont,Male,8/30/1978,Business Systems Development Analyst,n/a,Mass Customer,N,Yes
1003,Mariann,O'Geaney,Female,2/3/1968,Paralegal,Financial Services,High Net Worth,N,No
1004,Colas,Pumfrett,Male,7/9/1975,Business Systems Development Analyst,IT,High Net Worth,N,No
1005,Kalila,Birtwistle,Female,9/15/1967,Design Engineer,IT,High Net Worth,N,Yes
1006,Norbert,Gotcher,Male,8/10/1977,Quality Control Specialist,Telecommunications,Affluent Customer,N,Yes
1007,Cord,Warriner,Male,6/8/1996,,Retail,Mass Customer,N,No
1008,Lorry,Booley,Female,11/10/1975,Teacher,n/a,Mass Customer,N,No
1009,Nolie,Orring,Female,5/9/1957,Research Associate,Manufacturing,High Net Worth,N,Yes
1010,Leighton,Ebbles,Male,1/26/1963,Nurse,Financial Services,Affluent Customer,N,No
1011,Cymbre,Janos,Female,7/19/1985,Occupational Therapist,Health,High Net Worth,N,Yes
1012,Anna-diane,Preddle,Female,5/20/1955,Software Test Engineer III,n/a,High Net Worth,N,Yes
1013,Corissa,Zienkiewicz,Female,9/6/1976,Physical Therapy Assistant,Retail,High Net Worth,N,No
1014,Miller,Faloon,Male,10/14/1960,Senior Developer,Property,Mass Customer,N,Yes
1015,Toiboid,Sorrel,Male,4/1/1955,Web Developer I,Health,Mass Customer,N,No
1016,Adrian,Prettyjohns,Male,8/12/1959,Legal Assistant,IT,Mass Customer,N,Yes
1017,Jacquenette,Pluthero,Female,1/9/1979,Assistant Media Planner,Entertainment,High Net Worth,N,No
1018,Matthiew,Ferreras,Male,11/27/1994,Help Desk Operator,Manufacturing,Mass Customer,N,Yes
1019,Ignazio,Milby,Male,11/19/1973,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes
1020,Natala,Thorndale,Female,11/10/1975,,IT,Affluent Customer,N,No
1021,Elvis,Rixon,Male,10/2/1977,Mechanical Systems Engineer,Retail,High Net Worth,N,No
1022,Suzann,Wilks,Female,3/4/1990,Assistant Manager,Financial Services,Affluent Customer,N,Yes
1023,Iseabal,Fullbrook,Female,7/23/1991,,Financial Services,Affluent Customer,N,Yes
1024,Rhodia,D'Onise,Female,6/5/1992,Social Worker,Health,High Net Worth,N,Yes
1025,Ario,Jeromson,Male,7/30/1997,Quality Engineer,IT,Mass Customer,N,Yes
1026,Vernon,Hakking,Male,7/29/1994,,Financial Services,Affluent Customer,N,No
1027,Rolando,Sherewood,Male,10/7/1966,Statistician I,Financial Services,Affluent Customer,N,No
1028,Thorn,Torfin,Male,8/11/1999,Project Manager,n/a,High Net Worth,N,No
1029,Forbes,Londors,Male,2/15/1997,VP Sales,n/a,Mass Customer,N,No
1030,Nariko,Dummigan,Female,5/5/1962,Food Chemist,Health,Mass Customer,N,No
1031,Roi,Ogden,Male,9/15/1983,Junior Executive,Manufacturing,Mass Customer,N,No
1032,Maribelle,Werndly,Female,7/18/1978,Executive Secretary,n/a,Mass Customer,N,Yes
1033,Jacob,Claringbold,Male,1/6/1995,,n/a,Affluent Customer,N,Yes
1034,Denney,Cretney,Male,5/12/1976,,n/a,High Net Worth,N,Yes
1035,Kara-lynn,Doddridge,Female,11/2/1976,Operator,Retail,Affluent Customer,N,Yes
1036,Randene,Ingle,Female,11/28/1969,Paralegal,Financial Services,Mass Customer,N,Yes
1037,Sissie,Rielly,Female,8/8/1956,Human Resources Assistant II,Financial Services,Mass Customer,N,No
1038,Fraser,Acome,U,,Engineer I,Manufacturing,Mass Customer,N,Yes
1039,Nona,Diamant,Female,3/14/1975,,n/a,High Net Worth,N,Yes
1040,Jacenta,Wedlock,Female,3/4/1975,Food Chemist,Health,High Net Worth,N,No
1041,Free,Bonniface,Male,5/25/1959,,Property,Affluent Customer,N,No
1042,Isacco,Woodwind,Male,1/14/1976,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes
1043,Giorgi,Hurford,Male,10/20/1986,Sales Associate,Financial Services,Mass Customer,N,Yes
1044,Frederico,Whilder,U,,Food Chemist,Health,High Net Worth,N,No
1045,Aeriel,Everest,Female,5/8/1986,,Financial Services,Mass Customer,N,Yes
1046,Shir,Clevely,Female,7/23/1955,Budget/Accounting Analyst II,n/a,Affluent Customer,N,No
1047,Standford,Tanswill,Male,9/3/1978,VP Accounting,Financial Services,Affluent Customer,N,No
1048,Braden,Lamming,Male,6/8/1976,Internal Auditor,n/a,Affluent Customer,N,No
1049,Fraser,Gaenor,Male,3/2/1996,Software Consultant,Property,Mass Customer,N,No
1050,Marjie,Ghion,Female,7/29/1973,Software Consultant,Telecommunications,Mass Customer,N,Yes
1051,Xylia,Lange,Female,9/29/1977,Help Desk Technician,Property,High Net Worth,N,Yes
1052,Dela,Flannigan,Female,2/2/1986,Junior Executive,Financial Services,High Net Worth,N,No
1053,Davon,Stanyland,Male,5/20/1962,,Manufacturing,Mass Customer,N,Yes
1054,Natal,Matiewe,Male,8/9/1983,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes
1055,Danell,Rose,Female,6/8/1988,Data Coordiator,Manufacturing,Mass Customer,N,No
1056,Kendricks,Markel,Male,12/18/1966,Software Test Engineer IV,Manufacturing,Affluent Customer,N,No
1057,Laryssa,Durdle,Female,4/6/1969,Registered Nurse,Health,Mass Customer,N,No
1058,Gretel,Gionettitti,Female,10/24/1987,Research Assistant IV,Retail,Affluent Customer,N,Yes
1059,Chantal,Plante,Female,2/16/1968,Account Representative III,Entertainment,High Net Worth,N,Yes
1060,Vanda,Boadby,Female,11/23/1961,Associate Professor,Argiculture,Affluent Customer,N,Yes
1061,Anderson,,Male,11/7/1988,Speech Pathologist,Financial Services,Mass Customer,N,No
